,age,job,marital,education,balance,housing,loan,day,month,duration,campaign,pdays,previous,poutcome,subscription,month_num
10861,49,blue-collar,married,unknown,100,1,0,11,may,143,2,347,1,0,0,5
10869,49,blue-collar,married,secondary,8545,1,1,6,may,199,7,167,1,0,0,5
10882,49,blue-collar,married,secondary,5058,0,0,12,may,255,2,357,4,0,0,5
10884,49,blue-collar,married,secondary,4259,0,0,19,nov,146,3,111,7,0,0,11
10898,49,blue-collar,married,secondary,298,1,0,30,apr,264,2,86,3,0,0,4
10907,49,blue-collar,married,secondary,2039,1,0,6,may,451,1,169,2,0,1,5
10911,49,blue-collar,married,secondary,1946,0,0,19,oct,192,1,95,1,1,1,10
10918,49,blue-collar,married,secondary,1730,1,0,4,aug,605,2,92,4,1,1,8
10920,49,blue-collar,married,secondary,171,0,0,4,feb,19,3,175,2,0,0,2
10928,49,blue-collar,married,secondary,1230,1,1,15,may,167,2,373,3,0,0,5
10932,49,blue-collar,married,secondary,1127,1,1,17,apr,162,2,281,1,0,0,4
10936,49,blue-collar,married,secondary,1039,1,0,14,may,156,2,178,1,0,0,5
10950,49,blue-collar,married,secondary,-202,1,1,8,may,608,2,170,5,0,0,5
10958,49,blue-collar,married,primary,816,1,0,17,apr,76,1,260,7,0,0,4
10959,49,blue-collar,married,primary,762,1,0,7,may,373,2,360,4,0,0,5
10965,49,blue-collar,married,primary,584,1,0,14,may,167,6,365,1,0,0,5
10968,49,blue-collar,married,primary,490,1,0,18,may,19,5,364,2,0,0,5
10970,49,blue-collar,married,primary,474,1,1,9,feb,152,3,221,1,0,0,2
10986,49,blue-collar,married,primary,3652,1,1,11,may,568,1,285,2,0,0,5
10997,49,blue-collar,married,primary,3028,1,0,12,may,216,2,259,3,0,0,5
11011,49,blue-collar,married,primary,217,1,0,5,feb,537,2,196,4,0,0,2
11035,49,blue-collar,married,primary,1,0,1,5,feb,98,1,210,1,0,0,2
11063,49,blue-collar,divorced,primary,24,1,0,11,may,701,1,362,1,1,1,5
11068,49,blue-collar,divorced,primary,0,1,0,6,may,305,1,281,2,0,0,5
11072,49,admin.,single,tertiary,228,1,0,3,sep,252,2,93,2,1,1,9
11074,49,admin.,single,tertiary,228,1,0,2,jun,407,1,92,1,1,1,6
11084,49,admin.,single,secondary,1150,1,0,18,may,126,2,355,1,0,0,5
11111,49,admin.,married,secondary,3608,1,0,30,apr,252,1,168,1,1,1,4
11112,49,admin.,married,secondary,359,1,0,2,feb,231,2,271,1,0,0,2
11126,49,admin.,married,secondary,197,1,0,23,jul,125,1,101,3,1,0,7
11127,49,admin.,married,secondary,197,1,0,13,oct,404,1,68,1,0,0,10
11128,49,admin.,married,secondary,197,1,0,13,apr,223,1,182,2,0,1,4
11129,49,admin.,married,secondary,182,1,0,2,apr,303,1,331,2,0,0,4
11138,49,admin.,married,secondary,1403,0,0,3,feb,124,2,180,2,0,0,2
11144,49,admin.,married,secondary,1096,1,0,17,apr,609,1,303,5,0,0,4
11157,49,admin.,married,primary,686,1,1,1,apr,286,2,225,4,0,0,4
11163,49,admin.,divorced,secondary,771,1,0,21,nov,264,2,172,1,0,0,11
11180,49,admin.,divorced,secondary,132,1,0,15,may,98,1,350,1,0,0,5
11182,49,admin.,divorced,secondary,1180,0,0,27,jul,139,2,181,4,1,0,7
11184,49,admin.,divorced,secondary,-212,1,1,11,may,469,1,350,1,0,0,5
11188,48,unknown,single,unknown,1819,0,0,2,sep,1440,1,458,1,0,1,9
11202,48,unemployed,married,secondary,926,0,0,15,feb,382,4,185,6,1,1,2
11203,48,unemployed,married,secondary,926,0,0,12,aug,504,2,178,10,1,1,8
11205,48,unemployed,married,secondary,817,0,0,16,jul,806,3,183,5,1,1,7
11206,48,unemployed,married,secondary,817,0,0,14,jan,517,1,282,4,1,1,1
11208,48,unemployed,married,secondary,3287,1,1,20,apr,242,2,307,1,0,0,4
11211,48,unemployed,married,secondary,1811,1,0,19,nov,137,4,111,3,0,0,11
11214,48,unemployed,married,secondary,11371,1,0,30,apr,249,1,86,3,0,0,4
11231,48,unemployed,divorced,secondary,201,0,0,10,nov,594,1,91,1,1,1,11
11232,48,unemployed,divorced,secondary,201,0,0,10,feb,406,2,92,2,1,1,2
11235,48,technician,single,tertiary,104,1,0,5,may,124,2,344,1,0,0,5
11247,48,technician,single,secondary,1245,0,0,13,oct,169,1,134,1,0,0,10
11255,48,technician,married,unknown,2106,1,0,17,nov,499,2,195,1,0,0,11
11266,48,technician,married,tertiary,2,0,0,3,feb,165,5,6,3,0,0,2
11268,48,technician,married,tertiary,150,1,0,9,feb,168,2,203,7,0,0,2
11290,48,technician,married,secondary,568,1,0,2,sep,378,2,386,1,1,1,9
11293,48,technician,married,secondary,547,0,0,28,jan,74,1,176,2,0,0,1
11305,48,technician,married,secondary,4265,1,0,21,nov,327,1,192,2,0,0,11
11308,48,technician,married,secondary,3519,0,1,26,feb,229,1,60,2,0,0,2
11322,48,technician,married,secondary,1981,1,0,16,mar,291,3,238,2,1,0,3
11323,48,technician,married,secondary,1981,1,0,16,jun,404,3,92,5,0,0,6
11324,48,technician,married,secondary,197,0,1,3,feb,47,2,222,3,0,0,2
11341,48,technician,married,secondary,101,1,0,29,jan,414,2,192,3,0,0,1
11346,48,technician,married,secondary,0,1,0,28,jan,123,1,204,1,0,0,1
11352,48,technician,married,secondary,-938,1,0,7,may,134,1,344,2,0,0,5
11360,48,technician,married,primary,235,0,0,9,sep,386,2,191,3,1,1,9
11361,48,technician,married,primary,1375,1,1,21,nov,73,1,172,2,0,0,11
11377,48,technician,divorced,secondary,168,1,1,15,may,100,2,361,1,0,0,5
11384,48,technician,divorced,secondary,-63,0,1,15,may,7,1,670,5,0,0,5
11389,48,services,single,secondary,-470,1,0,11,may,410,2,292,11,0,0,5
11390,48,services,single,secondary,561,1,0,12,may,214,1,358,2,0,0,5
11394,48,services,single,secondary,133,1,1,29,jan,451,1,197,1,0,0,1
11409,48,services,married,secondary,665,1,0,7,apr,271,2,230,3,0,0,4
11410,48,services,married,secondary,651,0,1,28,jan,228,1,196,2,0,0,1
11413,48,services,married,secondary,543,1,0,16,apr,152,1,336,1,0,0,4
11417,48,services,married,secondary,51,1,1,2,feb,90,1,262,1,0,0,2
11420,48,services,married,secondary,440,1,0,20,apr,611,1,312,1,0,0,4
11431,48,services,married,secondary,2877,1,0,18,nov,77,1,168,1,0,0,11
11435,48,services,married,secondary,2597,1,0,6,may,182,2,355,1,0,0,5
11453,48,services,married,secondary,0,1,0,2,apr,146,1,267,1,0,0,4
11456,48,services,married,secondary,-110,1,0,20,apr,97,2,321,2,0,0,4
11461,48,services,married,primary,222,1,0,11,may,127,2,369,1,0,0,5
11462,48,services,married,primary,1496,1,0,29,jan,284,2,258,2,0,0,1
11463,48,services,married,primary,0,1,0,20,apr,90,2,259,1,0,0,4
11464,48,services,divorced,unknown,973,0,0,8,oct,319,1,134,2,1,1,10
11469,48,services,divorced,secondary,4906,1,0,20,nov,200,1,190,1,0,0,11
11470,48,services,divorced,secondary,457,1,0,11,may,199,1,326,5,0,0,5
11476,48,services,divorced,secondary,201,1,0,12,may,242,3,371,2,0,0,5
11481,48,services,divorced,secondary,-361,1,0,12,may,1062,3,349,3,0,1,5
11483,48,services,divorced,secondary,-203,1,0,18,may,156,5,297,1,0,0,5
11502,48,self-employed,married,secondary,1559,0,0,24,dec,520,3,133,3,0,0,12
11503,48,self-employed,married,secondary,1559,0,0,13,aug,344,1,190,2,0,0,8
11522,48,management,single,unknown,1009,1,0,9,feb,138,5,256,1,0,0,2
11525,48,management,single,tertiary,86,0,0,28,jun,281,3,186,6,0,1,6
11527,48,management,single,tertiary,8106,0,0,17,nov,125,1,111,3,0,0,11
11530,48,management,single,tertiary,648,1,0,18,nov,290,1,110,2,0,0,11
11532,48,management,single,tertiary,5689,0,0,26,may,527,2,103,1,1,0,5
11535,48,management,single,tertiary,460,1,0,3,feb,91,3,264,2,0,0,2
11541,48,management,single,tertiary,336,1,0,18,may,17,1,369,4,0,0,5
11542,48,management,single,tertiary,334,1,0,28,sep,600,2,92,12,1,1,9
11544,48,management,single,tertiary,191,1,0,17,apr,222,1,326,1,0,0,4
11545,48,management,single,tertiary,159,0,0,7,jul,229,1,251,6,1,1,7
11550,48,management,single,tertiary,-295,0,1,28,jan,121,1,190,2,0,0,1
11562,48,management,married,unknown,0,1,0,8,may,612,1,344,1,0,0,5
11567,48,management,married,tertiary,-13,1,0,15,may,20,6,291,2,0,0,5
11583,48,management,married,tertiary,612,0,0,26,jul,86,7,292,1,0,0,7
11584,48,management,married,tertiary,60,0,0,7,may,376,2,339,7,0,0,5
11603,48,management,married,tertiary,3842,0,0,1,oct,168,1,122,2,1,0,10
11606,48,management,married,tertiary,370,1,0,30,jan,134,2,169,2,0,0,1
11608,48,management,married,tertiary,3494,0,0,28,jan,145,3,97,1,0,0,1
11620,48,management,married,tertiary,2351,0,0,15,sep,150,1,105,3,1,1,9
11625,48,management,married,tertiary,2,0,0,15,sep,103,1,91,2,0,0,9
11643,48,management,married,tertiary,1204,0,0,3,sep,116,2,760,1,0,0,9
11645,48,management,married,tertiary,1167,1,1,26,jan,122,4,50,4,0,0,1
11647,48,management,married,tertiary,1147,0,0,5,aug,389,1,64,2,1,1,8
11648,48,management,married,tertiary,1147,0,0,3,dec,155,1,120,3,1,1,12
11654,48,management,married,tertiary,0,1,0,6,sep,194,2,125,6,0,1,9
11655,48,management,married,tertiary,0,1,0,4,may,85,1,61,5,0,0,5
11659,48,management,married,tertiary,0,0,1,19,feb,204,4,182,1,1,1,2
11669,48,management,married,secondary,4415,1,0,8,apr,1032,3,141,7,0,1,4
11670,48,management,married,secondary,4415,1,0,18,nov,271,1,102,6,0,0,11
11675,48,management,married,secondary,3663,1,0,7,may,25,5,169,1,0,0,5
11678,48,management,married,secondary,2892,0,0,7,jul,407,1,385,1,1,1,7
11687,48,management,married,secondary,0,1,1,3,nov,1233,1,351,2,0,1,11
11693,48,management,married,primary,606,0,0,7,sep,589,3,186,6,0,0,9
11711,48,management,divorced,tertiary,84,1,0,8,may,14,5,364,5,0,0,5
11717,48,management,divorced,tertiary,541,1,0,14,may,72,1,363,2,0,0,5
11722,48,management,divorced,tertiary,428,1,0,4,may,347,2,167,2,0,0,5
11726,48,management,divorced,tertiary,266,1,0,17,apr,198,2,343,1,0,0,4
11729,48,management,divorced,tertiary,17964,1,0,26,may,208,2,96,3,0,1,5
11730,48,management,divorced,tertiary,17964,1,0,1,sep,120,1,98,5,1,1,9
11746,48,management,divorced,tertiary,-478,1,0,17,nov,87,5,167,6,0,0,11
11748,48,management,divorced,tertiary,-130,1,0,29,sep,110,2,61,9,0,0,9
11749,48,management,divorced,secondary,769,0,1,28,jan,58,2,184,15,0,0,1
11760,48,housemaid,single,primary,46,0,0,4,aug,118,1,1,3,1,1,8
11761,48,housemaid,single,primary,46,0,0,3,aug,113,2,180,1,0,1,8
11763,48,housemaid,married,tertiary,5473,0,0,24,feb,127,2,184,2,1,1,2
11819,48,entrepreneur,divorced,secondary,2,1,1,6,may,593,2,281,4,0,0,5
11834,48,blue-collar,single,secondary,-269,0,0,2,feb,167,1,263,3,0,0,2
11848,48,blue-collar,married,unknown,459,0,0,5,feb,134,1,8,1,0,0,2
11849,48,blue-collar,married,unknown,439,1,0,2,feb,212,1,249,2,0,0,2
11862,48,blue-collar,married,secondary,863,1,0,4,may,412,5,350,2,1,1,5
11865,48,blue-collar,married,secondary,7985,1,0,11,may,232,2,347,1,0,0,5
11868,48,blue-collar,married,secondary,750,0,0,5,feb,85,2,8,2,0,0,2
11873,48,blue-collar,married,secondary,709,1,0,13,may,117,2,278,3,0,0,5
11879,48,blue-collar,married,secondary,578,1,0,2,feb,70,1,250,1,0,0,2
11881,48,blue-collar,married,secondary,5306,1,0,18,may,66,2,368,1,0,0,5
11889,48,blue-collar,married,secondary,480,1,0,15,may,830,1,352,2,0,1,5
11893,48,blue-collar,married,secondary,426,1,1,5,feb,153,2,177,2,0,0,2
11903,48,blue-collar,married,secondary,3008,1,1,18,nov,163,1,187,3,0,0,11
11905,48,blue-collar,married,secondary,292,0,0,30,apr,271,1,79,1,1,1,4
11908,48,blue-collar,married,secondary,2697,1,1,21,nov,82,1,179,5,0,0,11
11911,48,blue-collar,married,secondary,238,1,1,2,jun,118,2,81,1,1,0,6
11922,48,blue-collar,married,secondary,1794,1,1,8,may,97,1,343,2,0,0,5
11925,48,blue-collar,married,secondary,1730,1,0,4,may,361,1,89,3,1,1,5
11926,48,blue-collar,married,secondary,1730,1,0,4,feb,489,1,178,2,0,1,2
11927,48,blue-collar,married,secondary,1730,1,0,10,aug,158,1,102,1,1,0,8
11940,48,blue-collar,married,secondary,1230,1,0,13,may,328,2,182,3,1,1,5
11941,48,blue-collar,married,secondary,1230,1,0,12,nov,169,1,196,2,1,1,11
11944,48,blue-collar,married,secondary,1143,1,0,17,apr,264,1,317,1,0,0,4
11945,48,blue-collar,married,secondary,113,1,0,16,apr,255,2,318,5,0,0,4
11955,48,blue-collar,married,secondary,-85,1,0,13,may,56,1,343,1,0,0,5
11959,48,blue-collar,married,secondary,-202,1,1,19,nov,565,1,112,4,0,0,11
11973,48,blue-collar,married,primary,683,1,0,9,feb,144,5,209,12,0,0,2
11977,48,blue-collar,married,primary,643,1,0,11,may,66,4,173,7,0,0,5
11987,48,blue-collar,married,primary,551,1,1,17,apr,1064,3,303,5,0,0,4
11998,48,blue-collar,married,primary,430,0,0,14,may,340,3,371,8,0,0,5
12025,48,blue-collar,married,primary,214,1,1,18,nov,246,1,162,1,0,0,11
12026,48,blue-collar,married,primary,214,1,1,14,may,307,1,177,2,0,1,5
12041,48,blue-collar,married,primary,1092,0,1,18,nov,79,1,172,8,0,0,11
12043,48,blue-collar,married,primary,108,1,0,15,may,74,5,367,7,0,0,5
12052,48,blue-collar,married,primary,-254,1,0,7,may,210,2,346,1,0,0,5
12055,48,blue-collar,divorced,secondary,-535,1,0,2,feb,115,2,187,2,0,0,2
12056,48,blue-collar,divorced,secondary,65,1,0,14,may,146,1,370,1,0,0,5
12078,48,admin.,single,secondary,3531,1,0,20,apr,81,2,287,6,0,0,4
12079,48,admin.,single,secondary,303,1,1,2,feb,142,1,189,4,0,0,2
12081,48,admin.,single,secondary,1544,1,0,30,jun,263,1,450,2,0,1,6
12087,48,admin.,single,secondary,-874,1,0,20,apr,243,2,151,7,0,0,4
12091,48,admin.,married,unknown,0,1,0,8,may,85,1,168,2,0,0,5
12100,48,admin.,married,secondary,660,0,0,18,feb,318,1,561,2,1,1,2
12110,48,admin.,married,secondary,368,1,0,7,may,430,2,367,2,0,0,5
12111,48,admin.,married,secondary,368,0,0,8,oct,363,2,140,7,1,1,10
12114,48,admin.,married,secondary,344,0,0,30,apr,364,1,86,2,0,0,4
12120,48,admin.,married,secondary,257,1,0,8,may,186,4,358,11,0,0,5
12121,48,admin.,married,secondary,2533,0,0,29,apr,714,2,633,1,0,0,4
12143,48,admin.,married,secondary,1060,1,0,20,apr,87,2,318,3,0,0,4
12145,48,admin.,married,secondary,0,0,1,11,oct,195,1,104,5,0,0,10
12154,48,admin.,married,primary,4459,1,0,3,apr,439,2,240,1,0,0,4
12157,48,admin.,married,primary,3,1,0,3,feb,69,1,252,4,0,0,2
12160,48,admin.,divorced,secondary,955,1,0,4,feb,108,2,265,3,0,0,2
12164,48,admin.,divorced,secondary,4,1,0,20,apr,7,5,318,10,0,0,4
12167,48,admin.,divorced,secondary,295,1,0,17,nov,123,1,164,2,1,0,11
12172,48,admin.,divorced,secondary,162,1,0,12,may,83,1,368,4,0,0,5
12174,48,admin.,divorced,secondary,1282,1,0,11,may,123,2,343,2,0,0,5
12175,48,admin.,divorced,secondary,1180,0,0,27,jan,142,1,238,3,0,1,1
12179,48,admin.,divorced,secondary,0,1,1,23,jun,248,1,89,1,0,0,6
12181,48,admin.,divorced,secondary,-513,1,0,5,may,54,4,362,1,0,0,5
12182,48,admin.,divorced,secondary,-480,0,0,18,may,380,2,355,1,0,0,5
12183,48,admin.,divorced,secondary,-407,1,0,14,may,210,2,352,1,0,0,5
12189,47,unknown,married,unknown,677,0,0,7,aug,384,1,99,4,1,0,8
12190,47,unknown,married,unknown,677,0,0,30,apr,900,2,86,2,0,1,4
12201,47,unemployed,single,tertiary,44,0,0,15,feb,374,1,185,1,1,0,2
12211,47,unemployed,married,secondary,926,0,0,14,aug,436,1,403,5,1,1,8
12215,47,unemployed,married,secondary,3533,1,0,20,nov,319,1,100,2,0,0,11
12217,47,unemployed,married,secondary,351,1,1,19,nov,174,1,174,1,0,0,11
12231,47,unemployed,married,primary,168,1,0,30,jan,66,1,241,1,0,0,1
12238,47,unemployed,divorced,secondary,0,0,1,30,jan,127,2,233,8,0,0,1
12256,47,technician,married,tertiary,-813,1,1,21,nov,85,2,158,25,0,0,11
12264,47,technician,married,tertiary,2408,0,0,12,aug,236,1,104,1,1,0,8
12283,47,technician,married,secondary,834,0,1,21,nov,902,1,133,2,0,1,11
12285,47,technician,married,secondary,826,1,0,18,nov,195,3,112,8,0,0,11
12287,47,technician,married,secondary,80,0,1,17,nov,74,1,145,1,0,0,11
12293,47,technician,married,secondary,644,0,0,28,jan,54,3,160,13,0,0,1
12297,47,technician,married,secondary,57,0,0,5,may,253,1,342,1,1,0,5
12300,47,technician,married,secondary,536,1,0,18,may,778,2,336,2,1,0,5
12303,47,technician,married,secondary,487,0,0,28,jan,218,2,177,1,0,0,1
12311,47,technician,married,secondary,3519,0,1,28,dec,193,1,220,1,0,0,12
12313,47,technician,married,secondary,349,1,1,2,feb,112,1,273,1,0,0,2
12317,47,technician,married,secondary,335,0,0,4,may,417,1,76,1,1,1,5
12319,47,technician,married,secondary,332,1,0,2,feb,276,1,269,1,1,0,2
12323,47,technician,married,secondary,293,0,0,1,jun,251,1,90,1,1,1,6
12328,47,technician,married,secondary,232,1,0,5,may,166,2,285,1,0,0,5
12332,47,technician,married,secondary,2149,1,0,15,oct,241,1,183,2,1,0,10
12338,47,technician,married,secondary,1740,1,0,13,sep,502,1,490,1,0,0,9
12340,47,technician,married,secondary,1571,1,0,11,may,261,1,369,2,0,0,5
12342,47,technician,married,secondary,1465,1,0,20,nov,26,1,190,2,0,0,11
12344,47,technician,married,secondary,1233,1,0,11,sep,91,1,100,2,0,1,9
12346,47,technician,married,secondary,1167,1,0,4,aug,505,1,96,6,1,1,8
12347,47,technician,married,secondary,1167,1,0,30,apr,968,1,87,5,0,1,4
12348,47,technician,married,secondary,1167,1,0,2,feb,139,3,73,2,1,0,2
12351,47,technician,married,secondary,1059,1,0,21,nov,58,1,127,1,0,0,11
12355,47,technician,married,secondary,0,1,0,30,apr,81,1,164,1,0,0,4
12357,47,technician,married,secondary,0,1,0,17,dec,97,1,231,2,0,0,12
12360,47,technician,married,secondary,0,0,0,21,nov,591,1,10,1,0,1,11
12365,47,technician,married,secondary,-75,1,0,4,feb,57,1,247,1,0,0,2
12366,47,technician,married,secondary,-59,1,1,11,may,502,1,343,2,0,0,5
12377,47,technician,married,primary,235,0,0,2,mar,136,2,203,1,0,1,3
12388,47,technician,divorced,tertiary,477,1,0,7,may,973,1,366,1,0,0,5
12389,47,technician,divorced,tertiary,405,1,0,30,jan,236,1,260,1,0,0,1
12414,47,technician,divorced,secondary,129,0,0,2,feb,110,2,222,2,0,0,2
12416,47,technician,divorced,secondary,1013,0,0,15,sep,170,1,92,3,0,1,9
12426,47,services,single,secondary,897,1,0,13,may,48,4,176,2,0,0,5
12434,47,services,married,unknown,12839,1,0,7,may,50,1,171,4,0,0,5
12441,47,services,married,secondary,759,1,0,8,may,75,1,323,2,0,0,5
12458,47,services,married,secondary,4,0,0,13,aug,73,2,105,6,1,0,8
12460,47,services,married,secondary,367,1,0,12,may,309,1,306,4,1,1,5
12465,47,services,married,secondary,311,1,1,12,may,238,1,301,3,0,0,5
12469,47,services,married,secondary,278,1,0,7,may,51,1,366,1,0,0,5
12476,47,services,married,secondary,216,1,0,12,may,104,3,371,2,0,0,5
12484,47,services,married,secondary,1474,1,0,15,may,77,1,368,3,0,0,5
12488,47,services,married,secondary,1269,1,0,7,may,181,1,253,6,0,0,5
12490,47,services,married,secondary,1160,1,0,3,feb,117,2,221,4,0,0,2
12514,47,services,divorced,unknown,973,0,0,27,may,489,1,479,1,0,1,5
12529,47,services,divorced,primary,91,1,0,17,apr,473,2,339,1,0,0,4
12532,47,self-employed,married,tertiary,917,0,0,6,feb,518,3,212,5,0,0,2
12537,47,self-employed,married,tertiary,2303,1,0,6,may,323,2,364,1,0,0,5
12543,47,self-employed,married,tertiary,-80,1,0,6,feb,150,3,270,2,0,0,2
12561,47,self-employed,divorced,secondary,8515,1,0,20,nov,14,7,112,4,0,0,11
12566,47,retired,married,tertiary,1225,1,1,29,jan,191,3,227,2,0,0,1
12574,47,retired,married,primary,1374,0,1,8,may,479,2,359,3,0,1,5
12582,47,management,single,tertiary,86,0,0,5,aug,253,1,97,4,1,1,8
12583,47,management,single,tertiary,86,0,0,30,apr,387,3,87,1,1,1,4
12587,47,management,single,tertiary,6651,0,0,8,jul,229,1,412,2,0,1,7
12591,47,management,single,tertiary,4402,0,0,10,dec,805,1,190,1,0,1,12
12594,47,management,single,tertiary,334,1,0,28,jun,614,3,94,9,1,1,6
12595,47,management,single,tertiary,334,1,0,26,mar,360,1,326,8,0,1,3
12597,47,management,single,tertiary,311,1,1,9,nov,255,3,378,2,0,0,11
12602,47,management,single,tertiary,159,0,0,29,oct,220,3,155,3,0,1,10
12612,47,management,single,secondary,-246,1,0,5,may,145,1,365,2,0,0,5
12622,47,management,married,tertiary,-337,0,1,29,jan,243,4,161,2,0,0,1
12623,47,management,married,tertiary,999,0,0,16,nov,111,1,94,1,0,0,11
12631,47,management,married,tertiary,699,0,0,5,aug,432,3,97,2,1,0,8
12636,47,management,married,tertiary,618,1,0,7,may,50,2,359,3,0,0,5
12642,47,management,married,tertiary,4879,0,0,6,jul,96,3,340,3,0,0,7
12643,47,management,married,tertiary,4693,0,1,12,nov,89,1,97,3,1,1,11
12650,47,management,married,tertiary,385,1,0,17,apr,145,1,323,4,0,0,4
12654,47,management,married,tertiary,3663,0,0,29,oct,424,2,213,3,1,1,10
12664,47,management,married,tertiary,288,0,0,31,mar,193,1,181,1,1,1,3
12675,47,management,married,tertiary,2351,0,0,2,jun,163,2,84,1,1,1,6
12689,47,management,married,tertiary,1147,0,0,2,jun,654,1,95,1,0,1,6
12693,47,management,married,tertiary,109,1,0,16,apr,91,2,268,1,0,0,4
12696,47,management,married,tertiary,0,1,0,6,feb,138,4,9,2,0,0,2
12698,47,management,married,tertiary,0,1,0,4,mar,194,2,181,3,0,0,3
12753,47,management,divorced,tertiary,428,1,0,18,nov,116,1,167,1,0,0,11
12770,47,management,divorced,tertiary,-49,1,0,13,may,14,6,327,23,0,0,5
12773,47,management,divorced,tertiary,-130,1,0,30,jul,221,4,431,5,0,0,7
12779,47,housemaid,single,tertiary,3232,0,0,6,oct,541,1,204,3,0,0,10
12780,47,housemaid,single,tertiary,3232,0,0,16,mar,294,1,274,2,0,0,3
12781,47,housemaid,single,secondary,17023,0,0,26,may,379,2,97,4,0,0,5
12785,47,housemaid,married,tertiary,333,0,0,21,nov,8,5,137,1,0,0,11
12788,47,housemaid,married,tertiary,228,1,0,17,nov,80,1,118,1,0,0,11
12795,47,housemaid,married,secondary,3940,1,0,9,nov,171,2,96,5,1,0,11
12796,47,housemaid,married,secondary,3940,1,0,5,aug,226,3,97,2,0,1,8
12797,47,housemaid,married,secondary,3940,1,0,30,apr,211,1,87,1,0,0,4
12809,47,housemaid,married,primary,201,1,0,7,aug,58,2,382,1,0,0,8
12825,47,entrepreneur,single,tertiary,77,1,1,7,may,308,1,335,3,0,0,5
12827,47,entrepreneur,married,unknown,676,1,1,14,may,204,2,364,3,0,0,5
12829,47,entrepreneur,married,unknown,1481,1,0,6,may,64,2,364,3,0,0,5
12831,47,entrepreneur,married,unknown,0,1,0,11,may,70,8,339,6,0,0,5
12837,47,entrepreneur,married,tertiary,2518,1,1,21,nov,132,1,186,1,0,0,11
12845,47,entrepreneur,married,secondary,583,1,0,2,feb,495,1,258,2,0,0,2
12849,47,entrepreneur,married,secondary,1375,1,0,16,apr,272,2,321,7,0,0,4
12857,47,entrepreneur,divorced,secondary,392,1,1,16,apr,279,3,148,1,0,0,4
12862,47,blue-collar,single,secondary,57,1,0,18,may,72,3,369,4,0,0,5
12863,47,blue-collar,single,secondary,263,1,1,29,jan,127,2,255,1,0,0,1
12865,47,blue-collar,single,secondary,152,1,0,3,feb,193,3,271,4,0,0,2
12867,47,blue-collar,single,primary,355,1,0,14,may,144,3,366,1,0,0,5
12868,47,blue-collar,single,primary,159,1,0,18,may,7,6,357,13,0,0,5
12869,47,blue-collar,single,primary,133,1,0,14,may,285,1,330,3,0,0,5
12870,47,blue-collar,single,primary,10558,1,0,13,may,81,3,174,2,0,0,5
12885,47,blue-collar,married,unknown,1044,1,0,12,may,208,6,371,1,0,0,5
12887,47,blue-collar,married,tertiary,3745,0,0,7,may,113,1,200,1,0,0,5
12898,47,blue-collar,married,secondary,820,0,0,18,jan,262,1,91,1,1,1,1
12906,47,blue-collar,married,secondary,71,1,0,11,may,170,1,370,1,0,0,5
12908,47,blue-collar,married,secondary,676,1,0,29,jan,110,1,184,4,0,0,1
12909,47,blue-collar,married,secondary,668,1,0,4,may,230,6,354,2,1,0,5
12919,47,blue-collar,married,secondary,473,1,0,21,nov,127,2,176,2,0,0,11
12925,47,blue-collar,married,secondary,398,1,1,1,apr,274,1,238,2,0,0,4
12928,47,blue-collar,married,secondary,3715,0,0,12,feb,171,2,182,4,0,1,2
12929,47,blue-collar,married,secondary,3696,1,0,19,nov,635,3,170,2,0,0,11
12935,47,blue-collar,married,secondary,3237,1,0,18,nov,38,1,187,3,0,0,11
12942,47,blue-collar,married,secondary,2944,0,0,21,nov,57,7,154,5,0,0,11
12948,47,blue-collar,married,secondary,265,1,0,8,may,144,2,368,1,0,0,5
12949,47,blue-collar,married,secondary,2548,1,0,11,may,577,1,368,1,0,0,5
12950,47,blue-collar,married,secondary,243,1,0,4,feb,220,1,246,4,0,0,2
12951,47,blue-collar,married,secondary,2428,1,0,20,nov,9,6,177,16,0,0,11
12956,47,blue-collar,married,secondary,2173,1,0,30,apr,189,3,344,5,0,0,4
12966,47,blue-collar,married,secondary,1568,1,0,21,may,226,3,91,8,1,1,5
12967,47,blue-collar,married,secondary,1568,1,0,19,feb,388,1,262,7,1,1,2
12968,47,blue-collar,married,secondary,1536,1,0,17,apr,41,1,301,4,0,0,4
12970,47,blue-collar,married,secondary,1484,0,0,17,nov,297,1,119,3,0,0,11
12978,47,blue-collar,married,secondary,1230,1,0,30,apr,412,1,169,1,1,1,4
12990,47,blue-collar,married,secondary,0,1,0,9,feb,168,4,180,2,0,0,2
12995,47,blue-collar,married,secondary,-346,1,1,3,feb,137,2,253,2,0,0,2
12997,47,blue-collar,married,secondary,-216,1,0,6,may,197,1,282,3,0,0,5
13005,47,blue-collar,married,primary,881,1,0,14,may,143,1,370,2,0,0,5
13017,47,blue-collar,married,primary,6150,1,0,13,may,444,2,174,2,0,0,5
13018,47,blue-collar,married,primary,613,1,0,29,jan,49,3,255,2,0,0,1
13021,47,blue-collar,married,primary,556,1,0,4,feb,147,2,264,4,0,0,2
13028,47,blue-collar,married,primary,475,1,1,29,jan,99,2,251,7,0,0,1
13043,47,blue-collar,married,primary,333,1,0,21,nov,118,1,113,4,0,0,11
13051,47,blue-collar,married,primary,2749,1,0,30,apr,774,2,164,1,0,1,4
13061,47,blue-collar,married,primary,2269,1,0,18,may,132,1,279,2,0,0,5
13068,47,blue-collar,married,primary,2,1,1,20,nov,661,4,190,1,0,0,11
