,age,job,marital,education,default,balance,housing,loan,day,month,duration,campaign,pdays,previous,poutcome,subscription,subscription_binary,month_num
10479,28,technician,divorced,tertiary,no,594,yes,yes,18,jun,0.9,3,-1,0,unknown,no,0,6
10480,60,retired,divorced,primary,no,1582,no,yes,18,jun,2.65,1,-1,0,unknown,no,0,6
10481,44,blue-collar,married,primary,no,2791,no,no,18,jun,5.58,1,-1,0,unknown,no,0,6
10482,49,technician,married,secondary,no,997,no,no,18,jun,1.97,1,-1,0,unknown,no,0,6
10483,39,entrepreneur,married,tertiary,no,2310,yes,yes,18,jun,1.73,1,-1,0,unknown,no,0,6
10484,37,technician,married,secondary,yes,0,no,no,18,jun,3.93,1,-1,0,unknown,no,0,6
10485,54,housemaid,married,primary,no,5048,no,no,18,jun,2.72,1,-1,0,unknown,no,0,6
10486,48,management,married,tertiary,yes,0,no,yes,18,jun,1.72,1,-1,0,unknown,no,0,6
10487,37,management,divorced,secondary,no,0,yes,no,18,jun,3.12,1,-1,0,unknown,no,0,6
10488,46,technician,married,secondary,no,179,no,yes,18,jun,2.15,1,-1,0,unknown,no,0,6
10489,55,blue-collar,married,primary,no,761,no,no,18,jun,1.12,1,-1,0,unknown,no,0,6
10490,38,blue-collar,divorced,secondary,no,889,no,yes,18,jun,6.03,1,-1,0,unknown,no,0,6
10491,42,blue-collar,single,primary,no,4930,no,no,18,jun,16.22,1,-1,0,unknown,yes,1,6
10492,42,technician,married,secondary,no,-813,yes,no,18,jun,0.6,4,-1,0,unknown,no,0,6
10493,37,self-employed,single,tertiary,no,2087,no,no,18,jun,2.78,1,-1,0,unknown,no,0,6
10494,60,housemaid,married,primary,no,0,no,no,18,jun,2.3,1,-1,0,unknown,no,0,6
10495,59,retired,married,primary,no,0,no,no,18,jun,16.82,1,-1,0,unknown,no,0,6
10496,47,retired,married,primary,no,490,yes,no,18,jun,0.92,10,-1,0,unknown,no,0,6
10497,48,retired,married,primary,no,5173,yes,no,18,jun,1.47,8,-1,0,unknown,no,0,6
10498,48,management,married,primary,no,5348,no,no,18,jun,1.75,1,-1,0,unknown,no,0,6
10499,37,technician,married,secondary,no,603,no,no,18,jun,5.65,2,-1,0,unknown,no,0,6
10500,36,services,single,secondary,no,755,no,no,18,jun,5.92,1,-1,0,unknown,no,0,6
10501,47,services,divorced,secondary,no,829,no,yes,18,jun,7.77,2,-1,0,unknown,no,0,6
10502,37,self-employed,married,secondary,no,2235,no,no,18,jun,1.57,1,-1,0,unknown,no,0,6
10503,60,retired,married,primary,no,3,no,no,18,jun,3.78,1,-1,0,unknown,no,0,6
10504,47,management,married,tertiary,no,414,no,no,18,jun,6.45,1,-1,0,unknown,no,0,6
10505,56,retired,divorced,secondary,no,389,yes,no,18,jun,6.32,5,-1,0,unknown,no,0,6
10506,48,blue-collar,single,primary,no,0,no,no,18,jun,1.18,1,-1,0,unknown,no,0,6
10507,39,services,married,tertiary,no,6497,no,no,18,jun,9.45,1,-1,0,unknown,no,0,6
10508,44,blue-collar,married,secondary,no,1025,yes,no,18,jun,3.33,1,-1,0,unknown,no,0,6
10509,58,housemaid,divorced,primary,no,0,no,no,18,jun,4.83,2,-1,0,unknown,no,0,6
10510,45,management,divorced,tertiary,no,959,no,no,18,jun,1.23,1,-1,0,unknown,no,0,6
10511,50,admin.,married,secondary,no,1019,yes,no,18,jun,1.27,1,-1,0,unknown,no,0,6
10512,57,management,married,tertiary,no,1172,no,no,18,jun,0.43,1,-1,0,unknown,no,0,6
10513,59,retired,married,secondary,no,5744,no,no,18,jun,10.53,1,-1,0,unknown,no,0,6
10514,58,management,married,tertiary,no,3768,yes,no,18,jun,5.27,1,-1,0,unknown,no,0,6
10515,58,housemaid,married,primary,no,1274,no,no,18,jun,0.58,7,-1,0,unknown,no,0,6
10516,46,blue-collar,divorced,primary,no,2870,no,no,18,jun,0.87,6,-1,0,unknown,no,0,6
10517,50,services,married,secondary,no,753,no,no,18,jun,0.98,2,-1,0,unknown,no,0,6
10518,52,retired,married,primary,no,9,no,no,18,jun,4.05,1,-1,0,unknown,no,0,6
10519,44,management,married,tertiary,no,2283,yes,yes,18,jun,1.35,2,-1,0,unknown,no,0,6
10520,59,retired,married,primary,no,1245,no,no,18,jun,3.42,2,-1,0,unknown,no,0,6
10521,54,housemaid,divorced,primary,no,1194,no,no,18,jun,0.97,3,-1,0,unknown,no,0,6
10522,39,blue-collar,married,primary,no,-186,no,yes,18,jun,5.33,3,-1,0,unknown,no,0,6
10523,44,services,married,secondary,no,1872,yes,no,18,jun,2.43,3,-1,0,unknown,no,0,6
10524,56,entrepreneur,married,tertiary,no,773,no,no,18,jun,5.75,1,-1,0,unknown,no,0,6
10525,32,management,single,tertiary,no,7419,yes,no,18,jun,4.13,29,-1,0,unknown,no,0,6
10526,53,blue-collar,divorced,secondary,no,517,yes,no,18,jun,3.13,2,-1,0,unknown,no,0,6
10527,36,admin.,married,secondary,no,90,no,no,18,jun,2.77,3,-1,0,unknown,no,0,6
10528,55,management,married,secondary,no,0,no,no,18,jun,5.4,2,-1,0,unknown,no,0,6
10529,51,entrepreneur,single,secondary,no,440,no,no,18,jun,6.53,1,-1,0,unknown,no,0,6
10530,48,admin.,married,secondary,no,1800,yes,no,18,jun,1.72,1,-1,0,unknown,no,0,6
10531,56,blue-collar,divorced,secondary,no,486,yes,no,18,jun,9.62,4,-1,0,unknown,no,0,6
10532,53,self-employed,married,tertiary,no,235,no,no,18,jun,1.87,3,-1,0,unknown,no,0,6
10533,47,unemployed,married,primary,no,0,no,no,18,jun,5.13,1,-1,0,unknown,no,0,6
10534,52,management,married,tertiary,no,1147,no,no,18,jun,0.72,1,-1,0,unknown,no,0,6
10535,44,blue-collar,married,secondary,no,-448,yes,no,18,jun,2.48,2,-1,0,unknown,no,0,6
10536,60,retired,married,tertiary,no,1336,no,no,18,jun,5.4,1,-1,0,unknown,no,0,6
10537,35,admin.,married,secondary,no,1476,no,no,18,jun,3.48,12,-1,0,unknown,no,0,6
10538,37,services,married,secondary,no,2128,no,no,18,jun,1.75,1,-1,0,unknown,no,0,6
10539,41,entrepreneur,married,secondary,no,707,no,no,18,jun,11.78,1,-1,0,unknown,yes,1,6
10540,33,technician,married,secondary,no,4,yes,yes,18,jun,10.42,2,-1,0,unknown,yes,1,6
10541,47,technician,married,secondary,no,3478,no,no,18,jun,0.22,11,-1,0,unknown,no,0,6
10542,46,admin.,married,secondary,no,126,no,no,18,jun,20.92,1,-1,0,unknown,yes,1,6
10543,50,management,married,tertiary,no,3296,no,no,18,jun,4.25,2,-1,0,unknown,no,0,6
10544,45,services,single,secondary,no,1771,no,no,18,jun,0.83,2,-1,0,unknown,no,0,6
10545,38,services,divorced,secondary,no,446,yes,no,18,jun,6.22,4,-1,0,unknown,no,0,6
10546,43,housemaid,married,secondary,no,5233,no,no,18,jun,1.8,2,-1,0,unknown,no,0,6
10547,54,blue-collar,married,primary,no,45,yes,no,18,jun,2.37,20,-1,0,unknown,no,0,6
10548,38,technician,single,tertiary,no,11,no,no,18,jun,1.3,3,-1,0,unknown,no,0,6
10549,59,retired,divorced,primary,no,681,no,yes,18,jun,6.27,7,-1,0,unknown,no,0,6
10550,37,housemaid,divorced,secondary,no,37,no,no,18,jun,2.58,2,-1,0,unknown,no,0,6
10551,51,technician,married,secondary,no,2682,no,no,18,jun,0.93,1,-1,0,unknown,no,0,6
10552,58,management,married,tertiary,no,2729,no,no,18,jun,3.13,1,-1,0,unknown,no,0,6
10553,53,technician,married,secondary,no,1776,no,no,18,jun,7.38,7,-1,0,unknown,no,0,6
10554,59,admin.,married,secondary,no,479,no,no,18,jun,5.43,1,-1,0,unknown,no,0,6
10555,60,management,married,tertiary,no,11,no,no,18,jun,13.37,3,-1,0,unknown,no,0,6
10556,60,admin.,single,secondary,no,3916,no,no,18,jun,0.3,5,-1,0,unknown,no,0,6
10557,45,management,divorced,tertiary,no,220,yes,no,18,jun,1.48,4,-1,0,unknown,no,0,6
10558,37,blue-collar,married,secondary,no,523,no,no,18,jun,4.28,2,-1,0,unknown,no,0,6
10559,44,services,divorced,secondary,no,608,yes,yes,18,jun,0.32,30,-1,0,unknown,no,0,6
10560,45,technician,married,secondary,no,2571,no,no,18,jun,2.43,2,-1,0,unknown,no,0,6
10561,57,retired,divorced,primary,no,914,no,no,18,jun,6.73,2,-1,0,unknown,no,0,6
10562,45,retired,married,primary,no,1152,no,no,18,jun,3.9,2,-1,0,unknown,no,0,6
10563,38,blue-collar,single,secondary,no,519,yes,yes,18,jun,0.22,14,-1,0,unknown,no,0,6
10564,36,entrepreneur,married,tertiary,no,9405,no,no,18,jun,4.95,3,-1,0,unknown,no,0,6
10565,39,blue-collar,single,secondary,no,1967,no,no,18,jun,2.6,9,-1,0,unknown,no,0,6
10566,52,technician,married,secondary,no,0,yes,no,18,jun,10.6,12,-1,0,unknown,no,0,6
10567,40,technician,married,tertiary,no,-1779,yes,yes,18,jun,0.62,2,-1,0,unknown,no,0,6
10568,44,housemaid,single,primary,no,1059,no,no,18,jun,34.88,1,-1,0,unknown,yes,1,6
10569,38,services,married,secondary,no,611,yes,yes,18,jun,1.02,3,-1,0,unknown,no,0,6
10570,36,services,married,secondary,no,1024,yes,no,18,jun,1.85,2,-1,0,unknown,no,0,6
10571,31,blue-collar,married,secondary,no,671,yes,no,18,jun,11.73,4,-1,0,unknown,yes,1,6
10572,42,blue-collar,married,primary,no,3,no,no,18,jun,0.75,3,-1,0,unknown,no,0,6
10573,44,entrepreneur,married,secondary,no,692,no,no,18,jun,1.22,4,-1,0,unknown,no,0,6
10574,40,technician,married,tertiary,no,4396,no,no,18,jun,19.92,2,-1,0,unknown,no,0,6
10575,50,blue-collar,married,primary,no,280,yes,no,18,jun,1.02,23,-1,0,unknown,no,0,6
10576,41,services,divorced,secondary,no,2769,yes,no,18,jun,1.6,3,-1,0,unknown,no,0,6
10577,41,admin.,married,secondary,no,1245,no,no,18,jun,2.33,3,-1,0,unknown,no,0,6
10578,49,blue-collar,married,primary,no,1050,yes,no,18,jun,1.4,5,-1,0,unknown,no,0,6
10579,33,admin.,single,secondary,no,3160,no,no,18,jun,11.98,13,-1,0,unknown,no,0,6
10580,51,blue-collar,married,primary,no,1238,no,no,18,jun,0.8,10,-1,0,unknown,no,0,6
10581,51,technician,married,tertiary,no,1533,no,no,18,jun,4.03,2,-1,0,unknown,no,0,6
10582,31,blue-collar,single,secondary,no,54,no,no,18,jun,3.83,3,-1,0,unknown,no,0,6
10583,53,management,married,tertiary,no,694,no,no,18,jun,2.17,6,-1,0,unknown,no,0,6
10584,28,blue-collar,single,secondary,no,623,no,no,18,jun,0.42,41,-1,0,unknown,no,0,6
10585,47,retired,married,primary,no,197,no,no,18,jun,0.95,2,-1,0,unknown,no,0,6
10586,53,retired,married,secondary,no,357,no,no,18,jun,2.57,2,-1,0,unknown,no,0,6
10587,60,management,married,secondary,no,358,no,no,18,jun,1.23,2,-1,0,unknown,no,0,6
10588,37,services,divorced,primary,no,0,yes,no,18,jun,1.28,2,-1,0,unknown,no,0,6
10589,60,entrepreneur,married,primary,no,0,no,no,18,jun,3.35,1,-1,0,unknown,no,0,6
10590,58,management,married,tertiary,no,5680,no,no,18,jun,1.9,1,-1,0,unknown,no,0,6
10591,50,unemployed,married,secondary,no,193,yes,no,18,jun,5.08,6,-1,0,unknown,no,0,6
10592,60,retired,married,primary,no,415,no,no,18,jun,0.82,2,-1,0,unknown,no,0,6
10593,48,housemaid,divorced,primary,no,2582,no,no,18,jun,0.85,4,-1,0,unknown,no,0,6
10594,45,services,single,secondary,no,359,yes,no,18,jun,0.68,8,-1,0,unknown,no,0,6
10595,47,technician,divorced,secondary,no,165,no,no,18,jun,1.65,3,-1,0,unknown,no,0,6
10596,51,admin.,single,secondary,no,1994,no,no,18,jun,12.85,2,-1,0,unknown,yes,1,6
10597,57,housemaid,divorced,primary,no,113,no,no,18,jun,6.3,2,-1,0,unknown,no,0,6
10598,57,blue-collar,married,primary,no,1236,no,no,18,jun,2.53,9,-1,0,unknown,no,0,6
10599,44,management,divorced,tertiary,no,0,no,no,18,jun,8.18,3,-1,0,unknown,no,0,6
10600,38,blue-collar,single,secondary,no,1121,no,no,18,jun,3.38,1,-1,0,unknown,no,0,6
10601,38,services,married,secondary,no,393,no,no,18,jun,1.5,3,-1,0,unknown,no,0,6
10602,46,blue-collar,married,primary,no,1823,no,no,18,jun,2.25,3,-1,0,unknown,no,0,6
10603,44,blue-collar,single,tertiary,no,827,yes,no,18,jun,1.08,4,-1,0,unknown,no,0,6
10604,42,housemaid,married,primary,no,1371,no,no,18,jun,2.08,8,-1,0,unknown,no,0,6
10605,54,technician,single,tertiary,no,1433,yes,yes,18,jun,0.3,20,-1,0,unknown,no,0,6
10606,54,technician,married,secondary,no,1455,yes,no,18,jun,1.5,4,-1,0,unknown,no,0,6
10607,59,retired,married,primary,no,1427,no,no,18,jun,2.33,2,-1,0,unknown,no,0,6
10608,37,blue-collar,married,primary,no,1104,no,no,18,jun,0.25,8,-1,0,unknown,no,0,6
10609,39,housemaid,single,primary,no,1340,no,no,18,jun,1.88,2,-1,0,unknown,no,0,6
10610,53,entrepreneur,married,primary,no,-257,yes,yes,18,jun,4.15,5,-1,0,unknown,no,0,6
10611,49,services,married,secondary,no,2058,no,no,18,jun,1.37,3,-1,0,unknown,no,0,6
10612,32,management,married,tertiary,no,607,yes,no,18,jun,17.67,5,-1,0,unknown,yes,1,6
10613,45,management,married,tertiary,no,-687,yes,yes,18,jun,1.53,2,-1,0,unknown,no,0,6
10614,36,blue-collar,married,primary,no,946,yes,no,18,jun,4.25,3,-1,0,unknown,no,0,6
10615,58,housemaid,married,primary,no,2387,no,no,18,jun,0.92,2,-1,0,unknown,no,0,6
10616,42,services,married,secondary,no,3236,no,no,18,jun,8.68,11,-1,0,unknown,no,0,6
10617,40,admin.,single,secondary,no,1670,yes,no,18,jun,2.68,2,-1,0,unknown,no,0,6
10618,42,blue-collar,married,primary,no,-303,yes,no,18,jun,0.67,3,-1,0,unknown,no,0,6
10619,47,services,married,primary,no,504,no,yes,18,jun,2.6,3,-1,0,unknown,no,0,6
10620,39,blue-collar,single,primary,no,0,no,no,18,jun,6.25,2,-1,0,unknown,no,0,6
10621,52,admin.,married,secondary,no,0,no,no,18,jun,2.68,1,-1,0,unknown,no,0,6
10622,57,housemaid,divorced,primary,no,7451,no,no,18,jun,0.72,4,-1,0,unknown,no,0,6
10623,36,admin.,married,secondary,no,542,yes,no,18,jun,10.07,6,-1,0,unknown,no,0,6
10624,59,blue-collar,married,secondary,no,0,no,no,18,jun,6.13,1,-1,0,unknown,no,0,6
10625,44,blue-collar,married,secondary,no,2092,no,yes,18,jun,7.53,1,-1,0,unknown,no,0,6
10626,41,blue-collar,married,primary,no,219,no,yes,18,jun,26.23,3,-1,0,unknown,yes,1,6
10627,39,admin.,married,secondary,no,0,no,no,19,jun,0.48,11,-1,0,unknown,no,0,6
10628,58,blue-collar,married,secondary,no,1826,yes,no,19,jun,0.78,3,-1,0,unknown,no,0,6
10629,60,entrepreneur,married,primary,no,987,no,no,19,jun,1.7,13,-1,0,unknown,no,0,6
10631,36,blue-collar,married,secondary,no,537,no,no,19,jun,2.67,6,-1,0,unknown,no,0,6
10632,48,blue-collar,married,primary,no,649,no,no,19,jun,2.27,2,-1,0,unknown,no,0,6
10633,50,blue-collar,married,secondary,no,5,no,no,19,jun,2.83,7,-1,0,unknown,no,0,6
10634,44,admin.,single,secondary,no,2524,no,no,19,jun,1.37,1,-1,0,unknown,no,0,6
10635,42,technician,married,secondary,no,370,no,no,19,jun,5.03,5,-1,0,unknown,no,0,6
10636,50,services,married,secondary,no,748,no,yes,19,jun,2.45,1,-1,0,unknown,no,0,6
10637,47,admin.,married,secondary,no,1195,no,no,19,jun,7.52,1,-1,0,unknown,no,0,6
10638,41,services,married,secondary,no,7509,no,no,19,jun,9.58,1,-1,0,unknown,no,0,6
10639,41,technician,married,secondary,no,1278,no,no,19,jun,8.87,1,-1,0,unknown,no,0,6
10640,54,management,married,tertiary,no,4112,no,no,19,jun,1.43,1,-1,0,unknown,no,0,6
10641,46,housemaid,married,primary,no,1188,no,no,19,jun,11.25,5,-1,0,unknown,no,0,6
10642,59,blue-collar,married,primary,no,4143,no,no,19,jun,2.03,1,-1,0,unknown,no,0,6
10643,40,blue-collar,married,primary,no,117,yes,no,19,jun,2.87,3,-1,0,unknown,no,0,6
10644,57,unemployed,married,secondary,no,0,no,no,19,jun,1.62,1,-1,0,unknown,no,0,6
10645,53,admin.,divorced,secondary,no,-112,no,no,19,jun,6.57,1,-1,0,unknown,no,0,6
10646,50,self-employed,married,secondary,no,306,no,no,19,jun,0.62,1,-1,0,unknown,no,0,6
10647,39,services,single,tertiary,no,410,no,no,19,jun,4.43,4,-1,0,unknown,no,0,6
10648,52,unemployed,divorced,tertiary,no,0,no,no,19,jun,4.95,1,-1,0,unknown,no,0,6
10649,51,technician,divorced,secondary,no,107,no,no,19,jun,9.88,1,-1,0,unknown,no,0,6
10650,55,blue-collar,married,secondary,no,2010,no,no,19,jun,7.43,1,-1,0,unknown,no,0,6
10651,57,retired,single,secondary,no,630,no,no,19,jun,4.6,1,-1,0,unknown,no,0,6
10652,50,entrepreneur,single,tertiary,no,0,yes,no,19,jun,10.63,1,-1,0,unknown,no,0,6
10653,56,retired,married,primary,no,1906,no,yes,19,jun,0.75,9,-1,0,unknown,no,0,6
10654,59,retired,married,secondary,no,1723,no,no,19,jun,1.17,1,-1,0,unknown,no,0,6
10655,41,admin.,married,secondary,no,2,yes,no,19,jun,1.07,1,-1,0,unknown,no,0,6
10656,45,technician,married,tertiary,no,3626,no,no,19,jun,41.42,2,-1,0,unknown,no,0,6
10657,48,entrepreneur,married,tertiary,no,269,yes,no,19,jun,2.48,1,-1,0,unknown,no,0,6
10658,54,retired,married,primary,no,1925,no,no,19,jun,5.8,3,-1,0,unknown,no,0,6
10659,38,management,married,tertiary,yes,-1007,yes,yes,19,jun,1.18,1,-1,0,unknown,no,0,6
10660,50,blue-collar,divorced,primary,no,-232,yes,no,19,jun,2.8,1,-1,0,unknown,no,0,6
10661,58,blue-collar,married,primary,no,0,yes,no,19,jun,9.55,1,-1,0,unknown,no,0,6
10662,55,blue-collar,married,secondary,no,5874,no,no,19,jun,3.82,1,-1,0,unknown,no,0,6
10663,58,retired,married,secondary,no,1463,yes,no,19,jun,7.43,1,-1,0,unknown,no,0,6
10664,54,technician,married,secondary,no,415,yes,no,19,jun,0.57,31,-1,0,unknown,no,0,6
10665,39,services,married,tertiary,no,16,no,no,19,jun,0.53,1,-1,0,unknown,no,0,6
10666,55,technician,married,secondary,no,891,no,no,19,jun,4.47,1,-1,0,unknown,no,0,6
10667,41,management,divorced,tertiary,no,1,yes,no,19,jun,4.07,1,-1,0,unknown,no,0,6
10668,40,blue-collar,married,secondary,no,3316,no,no,19,jun,1.7,3,-1,0,unknown,no,0,6
10669,53,unemployed,divorced,secondary,no,4512,no,no,19,jun,3.38,2,-1,0,unknown,no,0,6
10670,58,retired,married,tertiary,no,5087,no,no,19,jun,4.2,1,-1,0,unknown,no,0,6
10671,51,admin.,married,secondary,no,884,no,no,19,jun,0.83,1,-1,0,unknown,no,0,6
10672,49,technician,married,secondary,no,148,no,no,19,jun,0.22,1,-1,0,unknown,no,0,6
10673,58,entrepreneur,married,secondary,no,3,no,no,19,jun,3.13,5,-1,0,unknown,no,0,6
10674,37,entrepreneur,married,tertiary,no,678,no,yes,19,jun,6.58,1,-1,0,unknown,no,0,6
10675,40,self-employed,married,secondary,no,0,no,no,19,jun,1.02,1,-1,0,unknown,no,0,6
10676,55,entrepreneur,married,primary,no,38,no,yes,19,jun,1.05,1,-1,0,unknown,no,0,6
10677,55,services,married,secondary,no,477,no,no,19,jun,2.83,1,-1,0,unknown,no,0,6
10678,42,blue-collar,married,primary,no,692,no,yes,19,jun,3.45,1,-1,0,unknown,no,0,6
10679,43,self-employed,single,tertiary,no,0,no,no,19,jun,2.45,1,-1,0,unknown,no,0,6
10680,56,technician,married,tertiary,no,1663,no,no,19,jun,0.37,1,-1,0,unknown,no,0,6
10681,49,blue-collar,divorced,secondary,no,848,yes,no,19,jun,1.82,1,-1,0,unknown,no,0,6
10682,51,management,divorced,tertiary,no,3415,yes,no,19,jun,11.28,1,-1,0,unknown,no,0,6
10683,50,management,married,tertiary,no,4045,no,no,19,jun,2.78,1,-1,0,unknown,no,0,6
10684,43,self-employed,married,tertiary,no,4324,yes,no,19,jun,1.75,1,-1,0,unknown,no,0,6
10685,41,unemployed,married,primary,no,2636,no,no,19,jun,5.3,1,-1,0,unknown,no,0,6
10686,54,services,married,secondary,no,0,no,no,19,jun,3.67,1,-1,0,unknown,no,0,6
10687,45,admin.,married,secondary,no,825,no,no,19,jun,2.33,1,-1,0,unknown,no,0,6
10688,40,blue-collar,married,secondary,no,273,yes,no,19,jun,18.03,1,-1,0,unknown,no,0,6
10689,57,retired,married,secondary,no,712,yes,yes,19,jun,13.73,1,-1,0,unknown,no,0,6
10690,39,blue-collar,divorced,secondary,no,37,no,yes,19,jun,4.13,1,-1,0,unknown,no,0,6
10691,59,retired,married,primary,no,143,yes,no,19,jun,0.18,1,-1,0,unknown,no,0,6
10692,44,management,married,tertiary,no,7177,no,no,19,jun,1.48,2,-1,0,unknown,no,0,6
10693,44,blue-collar,single,primary,no,1308,no,yes,19,jun,2.68,1,-1,0,unknown,no,0,6
10694,55,services,married,secondary,no,557,no,no,19,jun,0.97,1,-1,0,unknown,no,0,6
10695,45,services,divorced,secondary,no,1381,no,no,19,jun,10.88,2,-1,0,unknown,no,0,6
10696,59,technician,married,secondary,no,2528,no,yes,19,jun,3.6,1,-1,0,unknown,no,0,6
10697,41,technician,divorced,secondary,no,586,yes,no,19,jun,3.72,1,-1,0,unknown,no,0,6
10698,40,services,married,secondary,no,1358,no,no,19,jun,1.6,1,-1,0,unknown,no,0,6
10699,43,admin.,married,secondary,no,1113,no,no,19,jun,7.95,7,-1,0,unknown,no,0,6
10700,50,blue-collar,married,primary,no,1179,no,no,19,jun,0.5,1,-1,0,unknown,no,0,6
10701,36,management,divorced,secondary,no,47,no,no,19,jun,2.65,1,-1,0,unknown,no,0,6
10702,59,admin.,married,secondary,no,1365,no,no,19,jun,5.45,1,-1,0,unknown,no,0,6
10703,40,blue-collar,married,primary,no,607,yes,no,19,jun,7.2,1,-1,0,unknown,no,0,6
10704,42,admin.,single,secondary,no,283,yes,no,19,jun,7.43,1,-1,0,unknown,no,0,6
10705,46,blue-collar,married,primary,no,1844,no,no,19,jun,0.48,1,-1,0,unknown,no,0,6
10706,40,unemployed,single,primary,no,5613,yes,no,19,jun,2.53,2,-1,0,unknown,no,0,6
10707,52,entrepreneur,divorced,secondary,no,302,no,no,19,jun,2.82,2,-1,0,unknown,no,0,6
10708,37,admin.,single,secondary,no,124,yes,no,19,jun,10.58,3,-1,0,unknown,no,0,6
10709,52,unemployed,married,primary,no,425,no,no,19,jun,2.03,1,-1,0,unknown,no,0,6
10710,48,blue-collar,married,primary,no,343,no,no,19,jun,2.27,1,-1,0,unknown,no,0,6
10711,42,blue-collar,single,primary,no,1401,yes,no,19,jun,1.15,1,-1,0,unknown,no,0,6
10712,37,blue-collar,married,primary,no,0,yes,no,19,jun,2.15,3,-1,0,unknown,no,0,6
10713,46,unemployed,married,primary,no,641,yes,no,19,jun,3.35,1,-1,0,unknown,no,0,6
10714,41,blue-collar,divorced,secondary,no,3622,no,no,19,jun,18.92,4,-1,0,unknown,yes,1,6
10715,45,blue-collar,married,primary,no,351,yes,no,19,jun,1.1,1,-1,0,unknown,no,0,6
10716,57,admin.,single,secondary,no,5768,yes,no,19,jun,8.53,1,-1,0,unknown,yes,1,6
10717,57,blue-collar,divorced,secondary,no,1795,yes,no,19,jun,13.63,1,-1,0,unknown,no,0,6
10718,35,self-employed,married,tertiary,no,1833,no,no,19,jun,2.3,1,-1,0,unknown,no,0,6
10719,52,management,married,tertiary,no,3737,yes,no,19,jun,9.57,4,-1,0,unknown,no,0,6
10720,56,admin.,married,secondary,no,6005,yes,no,19,jun,0.73,6,-1,0,unknown,no,0,6
10721,37,blue-collar,married,primary,no,253,yes,no,19,jun,2.42,2,-1,0,unknown,no,0,6
10722,41,unemployed,divorced,secondary,no,271,yes,no,19,jun,3.27,2,-1,0,unknown,no,0,6
10723,48,services,married,secondary,no,334,no,yes,19,jun,4.5,2,-1,0,unknown,no,0,6
10724,54,blue-collar,married,primary,no,211,no,no,19,jun,3.33,2,-1,0,unknown,no,0,6
10725,56,retired,married,secondary,yes,101,no,yes,19,jun,5.5,1,-1,0,unknown,no,0,6
10726,41,admin.,divorced,secondary,no,256,no,no,19,jun,1.52,1,-1,0,unknown,no,0,6
10727,51,management,married,secondary,no,2604,no,no,19,jun,1.07,1,-1,0,unknown,no,0,6
10728,35,management,single,tertiary,no,2808,yes,no,19,jun,3.68,12,-1,0,unknown,no,0,6
10729,40,admin.,married,secondary,no,1,no,no,19,jun,1.4,3,-1,0,unknown,no,0,6
10730,48,self-employed,married,primary,no,1204,yes,no,19,jun,0.88,1,-1,0,unknown,no,0,6
10731,47,retired,divorced,secondary,no,0,no,no,19,jun,2.35,1,-1,0,unknown,no,0,6
10732,56,blue-collar,married,secondary,no,771,yes,yes,19,jun,4.23,1,-1,0,unknown,no,0,6
10733,55,retired,divorced,secondary,no,1580,no,yes,19,jun,16.78,1,-1,0,unknown,yes,1,6
10734,52,blue-collar,married,primary,no,1409,yes,no,19,jun,3.73,1,-1,0,unknown,no,0,6
10735,52,blue-collar,divorced,primary,no,2800,no,no,19,jun,2.48,1,-1,0,unknown,no,0,6
10736,46,blue-collar,divorced,primary,no,1712,no,no,19,jun,1.83,1,-1,0,unknown,no,0,6
10737,56,unemployed,married,secondary,no,216,no,no,19,jun,1.28,1,-1,0,unknown,no,0,6
10738,38,blue-collar,married,primary,no,2322,no,no,19,jun,3.45,1,-1,0,unknown,no,0,6
10739,41,blue-collar,divorced,secondary,no,1,no,yes,19,jun,4.82,1,-1,0,unknown,no,0,6
10740,53,services,married,secondary,no,2774,no,yes,19,jun,3.22,1,-1,0,unknown,no,0,6
10741,40,blue-collar,married,primary,no,2132,no,no,19,jun,2.38,1,-1,0,unknown,no,0,6
10742,55,unemployed,single,primary,no,10183,no,no,19,jun,1.77,1,-1,0,unknown,no,0,6
10743,47,housemaid,married,primary,no,823,no,no,19,jun,3.18,3,-1,0,unknown,no,0,6
10744,42,admin.,married,secondary,no,0,no,no,19,jun,6.17,1,-1,0,unknown,no,0,6
10745,54,retired,married,secondary,no,6449,no,no,19,jun,8.12,1,-1,0,unknown,no,0,6
10746,49,blue-collar,married,primary,no,98,no,yes,19,jun,8.9,1,-1,0,unknown,no,0,6
10747,49,entrepreneur,married,primary,no,563,no,no,19,jun,1.4,1,-1,0,unknown,no,0,6
10748,47,unemployed,married,secondary,no,0,no,no,19,jun,4.73,1,-1,0,unknown,no,0,6
10749,51,entrepreneur,married,primary,no,4711,no,no,19,jun,4.22,1,-1,0,unknown,no,0,6
10750,46,blue-collar,married,secondary,no,1120,no,yes,19,jun,13.1,1,-1,0,unknown,no,0,6
10751,59,entrepreneur,married,primary,no,0,no,no,19,jun,3.98,1,-1,0,unknown,no,0,6
10752,38,unemployed,married,primary,no,338,no,no,19,jun,3.65,2,-1,0,unknown,no,0,6
10753,39,housemaid,married,tertiary,no,4,yes,yes,19,jun,3.08,1,-1,0,unknown,no,0,6
10754,58,services,married,secondary,no,5087,no,no,19,jun,2.25,1,-1,0,unknown,no,0,6
10755,41,technician,married,tertiary,no,-378,yes,yes,19,jun,4.2,2,-1,0,unknown,no,0,6
