,age,job,marital,education,balance,housing,loan,day,month,duration,campaign,pdays,previous,poutcome,subscription,month_num
9836,50,entrepreneur,married,secondary,665,0,0,17,nov,238,1,-1,0,2,0,11
9837,50,entrepreneur,married,secondary,556,1,0,16,may,130,2,-1,0,2,0,5
9838,50,entrepreneur,married,secondary,533,1,0,11,may,171,2,-1,0,2,0,5
9839,50,entrepreneur,married,secondary,2731,0,0,8,aug,111,2,-1,0,2,0,8
9840,50,entrepreneur,married,secondary,1857,0,1,19,jun,26,2,-1,0,2,0,6
9841,50,entrepreneur,married,secondary,1011,1,0,30,jul,340,2,-1,0,2,0,7
9842,50,entrepreneur,married,secondary,0,1,1,17,nov,344,1,-1,0,2,0,11
9843,50,entrepreneur,married,secondary,0,1,0,11,jul,717,2,-1,0,2,0,7
9844,50,entrepreneur,married,primary,537,1,0,20,jun,11,15,-1,0,2,0,6
9845,50,entrepreneur,married,primary,461,1,0,15,may,651,32,-1,0,2,1,5
9846,50,entrepreneur,married,primary,431,1,0,20,apr,12,5,-1,0,2,0,4
9848,50,entrepreneur,married,primary,237,1,1,30,may,184,4,-1,0,2,0,5
9850,50,entrepreneur,married,primary,1327,0,1,24,jul,325,1,-1,0,2,0,7
9851,50,entrepreneur,divorced,tertiary,816,0,0,19,nov,630,1,-1,0,2,0,11
9852,50,entrepreneur,divorced,tertiary,541,0,0,18,nov,204,1,-1,0,2,0,11
9855,50,entrepreneur,divorced,tertiary,223,0,0,7,jul,264,5,-1,0,2,0,7
9856,50,entrepreneur,divorced,tertiary,1790,0,1,6,feb,748,3,-1,0,2,0,2
9857,50,entrepreneur,divorced,tertiary,101,0,0,20,aug,132,2,-1,0,2,0,8
9858,50,blue-collar,single,tertiary,218,0,0,28,jan,268,1,-1,0,2,0,1
9859,50,blue-collar,single,secondary,708,1,0,15,may,104,1,-1,0,2,0,5
9860,50,blue-collar,single,secondary,-111,1,0,5,feb,19,11,-1,0,2,0,2
9861,50,blue-collar,single,primary,496,1,0,8,may,108,1,-1,0,2,0,5
9862,50,blue-collar,single,primary,1743,1,0,6,jun,49,5,-1,0,2,0,6
9864,50,blue-collar,married,unknown,605,1,0,15,may,200,1,-1,0,2,0,5
9865,50,blue-collar,married,unknown,51,0,0,27,jan,199,3,-1,0,2,0,1
9866,50,blue-collar,married,unknown,452,0,0,20,aug,181,2,-1,0,2,0,8
9867,50,blue-collar,married,unknown,2284,1,0,31,jul,1088,17,-1,0,2,1,7
9868,50,blue-collar,married,unknown,2065,0,0,12,aug,161,2,-1,0,2,0,8
9869,50,blue-collar,married,unknown,1537,0,0,17,jun,24,6,-1,0,2,0,6
9870,50,blue-collar,married,unknown,1389,1,0,19,jun,162,3,-1,0,2,0,6
9872,50,blue-collar,married,unknown,123,1,0,7,aug,276,2,-1,0,2,0,8
9873,50,blue-collar,married,unknown,0,0,0,16,jun,599,3,-1,0,2,0,6
9874,50,blue-collar,married,unknown,0,0,0,11,jun,249,1,-1,0,2,0,6
9875,50,blue-collar,married,tertiary,676,0,0,11,jun,159,1,-1,0,2,0,6
9876,50,blue-collar,married,tertiary,5423,1,0,21,nov,75,3,-1,0,2,0,11
9877,50,blue-collar,married,tertiary,267,1,0,13,may,187,3,-1,0,2,0,5
9879,50,blue-collar,married,secondary,0,1,0,26,aug,240,5,-1,0,2,0,8
9880,50,blue-collar,married,secondary,-812,0,1,5,feb,8,8,-1,0,2,0,2
9881,50,blue-collar,married,secondary,9585,1,0,31,jul,182,6,-1,0,2,0,7
9882,50,blue-collar,married,secondary,95,1,0,15,may,468,5,-1,0,2,0,5
9883,50,blue-collar,married,secondary,917,1,0,30,jul,58,2,-1,0,2,0,7
9884,50,blue-collar,married,secondary,907,0,1,16,jul,68,1,-1,0,2,0,7
9885,50,blue-collar,married,secondary,887,0,0,16,jun,287,1,-1,0,2,0,6
9886,50,blue-collar,married,secondary,84,1,0,17,jul,18,8,-1,0,2,0,7
9888,50,blue-collar,married,secondary,810,1,0,14,may,19,14,-1,0,2,0,5
9889,50,blue-collar,married,secondary,74,1,1,27,may,146,1,-1,0,2,0,5
9890,50,blue-collar,married,secondary,724,0,0,28,jul,139,2,-1,0,2,0,7
9891,50,blue-collar,married,secondary,716,1,0,5,may,444,2,-1,0,2,0,5
9892,50,blue-collar,married,secondary,6288,0,0,28,aug,20,14,-1,0,2,0,8
9893,50,blue-collar,married,secondary,6258,1,0,15,may,139,7,-1,0,2,0,5
9894,50,blue-collar,married,secondary,616,1,0,6,aug,439,6,-1,0,2,0,8
9895,50,blue-collar,married,secondary,606,1,0,14,may,673,2,-1,0,2,0,5
9896,50,blue-collar,married,secondary,579,0,0,26,aug,83,4,-1,0,2,0,8
9897,50,blue-collar,married,secondary,562,1,0,8,apr,280,2,-1,0,2,0,4
9898,50,blue-collar,married,secondary,5,0,0,19,jun,170,7,-1,0,2,0,6
9899,50,blue-collar,married,secondary,464,0,1,6,jun,426,2,-1,0,2,0,6
9900,50,blue-collar,married,secondary,418,0,1,12,aug,867,2,-1,0,2,0,8
9901,50,blue-collar,married,secondary,3988,0,0,30,jun,165,4,-1,0,2,0,6
9902,50,blue-collar,married,secondary,378,1,0,28,jan,155,1,-1,0,2,0,1
9903,50,blue-collar,married,secondary,372,1,0,11,may,21,1,-1,0,2,0,5
9904,50,blue-collar,married,secondary,37,1,1,31,jul,28,2,-1,0,2,0,7
9905,50,blue-collar,married,secondary,3558,0,0,26,aug,84,10,-1,0,2,0,8
9906,50,blue-collar,married,secondary,3436,1,1,30,jul,182,4,-1,0,2,0,7
9907,50,blue-collar,married,secondary,326,0,0,28,aug,157,9,-1,0,2,0,8
9908,50,blue-collar,married,secondary,325,1,0,17,apr,150,1,-1,0,2,0,4
9909,50,blue-collar,married,secondary,289,0,0,6,jun,73,1,-1,0,2,0,6
9910,50,blue-collar,married,secondary,283,1,0,7,aug,226,3,-1,0,2,0,8
9911,50,blue-collar,married,secondary,278,0,0,20,jun,250,3,-1,0,2,0,6
9912,50,blue-collar,married,secondary,2719,1,0,14,may,97,2,-1,0,2,0,5
9913,50,blue-collar,married,secondary,2641,1,0,30,may,97,3,-1,0,2,0,5
9915,50,blue-collar,married,secondary,253,1,1,5,may,475,2,-1,0,2,0,5
9916,50,blue-collar,married,secondary,253,0,0,28,jan,37,1,-1,0,2,0,1
9918,50,blue-collar,married,secondary,235,0,0,11,aug,71,2,-1,0,2,0,8
9919,50,blue-collar,married,secondary,2320,1,0,7,apr,310,1,-1,0,2,0,4
9920,50,blue-collar,married,secondary,2087,1,0,14,may,371,1,-1,0,2,0,5
9921,50,blue-collar,married,secondary,2013,0,1,22,jul,226,1,-1,0,2,0,7
9922,50,blue-collar,married,secondary,1985,1,0,2,jun,464,2,-1,0,2,0,6
9923,50,blue-collar,married,secondary,1984,1,0,18,nov,212,3,-1,0,2,0,11
9924,50,blue-collar,married,secondary,19,0,0,17,jul,209,4,-1,0,2,0,7
9925,50,blue-collar,married,secondary,1832,1,0,17,jul,80,1,-1,0,2,0,7
9926,50,blue-collar,married,secondary,181,1,0,17,apr,599,2,-1,0,2,0,4
9928,50,blue-collar,married,secondary,170,1,1,19,may,234,13,-1,0,2,0,5
9929,50,blue-collar,married,secondary,1604,1,0,15,may,267,5,-1,0,2,0,5
9930,50,blue-collar,married,secondary,160,1,0,13,may,334,1,-1,0,2,0,5
9932,50,blue-collar,married,secondary,1557,1,0,7,may,263,6,-1,0,2,0,5
9933,50,blue-collar,married,secondary,1553,1,0,31,jul,53,2,-1,0,2,0,7
9934,50,blue-collar,married,secondary,1498,1,0,18,jul,223,1,-1,0,2,0,7
9935,50,blue-collar,married,secondary,1400,1,0,11,may,189,1,-1,0,2,0,5
9936,50,blue-collar,married,secondary,1329,1,1,4,jul,141,2,-1,0,2,0,7
9937,50,blue-collar,married,secondary,1293,0,1,8,jul,82,1,-1,0,2,0,7
9938,50,blue-collar,married,secondary,1176,0,0,7,aug,281,2,-1,0,2,0,8
9939,50,blue-collar,married,secondary,0,0,0,8,aug,192,2,-1,0,2,0,8
9940,50,blue-collar,married,secondary,0,0,0,30,jul,144,9,-1,0,2,0,7
9941,50,blue-collar,married,secondary,0,0,0,27,aug,78,3,-1,0,2,0,8
9942,50,blue-collar,married,secondary,-731,1,0,15,jul,401,4,-1,0,2,0,7
9944,50,blue-collar,married,secondary,-54,1,0,7,aug,46,2,-1,0,2,0,8
9945,50,blue-collar,married,secondary,-26,1,0,8,may,301,2,-1,0,2,0,5
9946,50,blue-collar,married,secondary,-253,0,0,25,jun,43,1,-1,0,2,0,6
9947,50,blue-collar,married,secondary,-160,1,0,28,may,600,2,-1,0,2,0,5
9948,50,blue-collar,married,primary,354,1,0,7,may,123,2,-1,0,2,0,5
9950,50,blue-collar,married,primary,9301,1,0,7,jul,136,4,-1,0,2,0,7
9951,50,blue-collar,married,primary,9202,0,0,18,aug,204,7,-1,0,2,0,8
9952,50,blue-collar,married,primary,89,1,0,9,may,210,3,-1,0,2,0,5
9953,50,blue-collar,married,primary,888,0,1,10,jul,160,3,-1,0,2,0,7
9955,50,blue-collar,married,primary,859,1,1,28,jul,40,7,-1,0,2,0,7
9956,50,blue-collar,married,primary,84,1,0,29,may,179,1,-1,0,2,0,5
9957,50,blue-collar,married,primary,82,0,0,5,apr,456,1,-1,0,2,1,4
9958,50,blue-collar,married,primary,8139,1,0,18,aug,256,6,-1,0,2,0,8
9959,50,blue-collar,married,primary,811,0,0,11,jun,103,3,-1,0,2,0,6
9960,50,blue-collar,married,primary,808,1,0,20,nov,302,3,-1,0,2,0,11
9961,50,blue-collar,married,primary,8000,1,0,20,aug,221,10,-1,0,2,0,8
9962,50,blue-collar,married,primary,749,0,0,8,may,297,2,-1,0,2,0,5
9963,50,blue-collar,married,primary,746,1,0,6,jun,136,13,-1,0,2,0,6
9964,50,blue-collar,married,primary,71,1,0,6,may,678,1,-1,0,2,0,5
9965,50,blue-collar,married,primary,65,1,0,12,may,11,1,-1,0,2,0,5
9966,50,blue-collar,married,primary,61,1,0,5,may,621,3,-1,0,2,0,5
9967,50,blue-collar,married,primary,604,0,0,5,aug,104,1,-1,0,2,0,8
9968,50,blue-collar,married,primary,59,0,0,19,jun,184,1,-1,0,2,0,6
9969,50,blue-collar,married,primary,5872,1,0,5,may,762,3,-1,0,2,1,5
9970,50,blue-collar,married,primary,5776,0,0,18,nov,49,3,-1,0,2,0,11
9971,50,blue-collar,married,primary,565,1,1,28,aug,36,3,-1,0,2,0,8
9972,50,blue-collar,married,primary,5356,0,0,13,may,289,1,-1,0,2,0,5
9973,50,blue-collar,married,primary,533,0,0,21,aug,212,4,-1,0,2,0,8
9974,50,blue-collar,married,primary,5131,1,0,15,may,114,2,-1,0,2,0,5
9975,50,blue-collar,married,primary,506,1,0,7,aug,430,4,-1,0,2,0,8
9976,50,blue-collar,married,primary,4979,0,0,6,apr,180,1,-1,0,2,1,4
9977,50,blue-collar,married,primary,490,1,0,28,may,151,3,-1,0,2,0,5
9978,50,blue-collar,married,primary,480,1,0,20,jun,99,5,-1,0,2,0,6
9979,50,blue-collar,married,primary,421,1,0,21,jul,445,4,-1,0,2,0,7
9980,50,blue-collar,married,primary,42,1,0,4,jun,170,3,-1,0,2,0,6
9981,50,blue-collar,married,primary,419,1,0,13,may,116,4,-1,0,2,0,5
9982,50,blue-collar,married,primary,414,1,0,29,may,121,1,-1,0,2,0,5
9983,50,blue-collar,married,primary,4121,1,1,20,nov,177,1,-1,0,2,0,11
9985,50,blue-collar,married,primary,4108,1,0,7,aug,526,2,-1,0,2,1,8
9986,50,blue-collar,married,primary,403,0,0,28,aug,119,6,-1,0,2,0,8
9987,50,blue-collar,married,primary,40,1,0,8,may,152,1,-1,0,2,0,5
9988,50,blue-collar,married,primary,3924,1,0,20,apr,122,2,-1,0,2,0,4
9989,50,blue-collar,married,primary,383,0,0,2,oct,382,2,-1,0,2,0,10
9990,50,blue-collar,married,primary,377,1,0,7,may,221,1,-1,0,2,0,5
9992,50,blue-collar,married,primary,3764,0,0,2,jun,108,4,-1,0,2,0,6
9993,50,blue-collar,married,primary,370,1,0,26,aug,39,6,-1,0,2,0,8
9994,50,blue-collar,married,primary,362,1,0,8,may,201,2,-1,0,2,0,5
9995,50,blue-collar,married,primary,334,0,0,27,aug,79,3,-1,0,2,0,8
9996,50,blue-collar,married,primary,3304,1,0,20,apr,218,1,-1,0,2,0,4
9997,50,blue-collar,married,primary,33,1,0,2,jun,134,8,-1,0,2,0,6
9998,50,blue-collar,married,primary,280,1,0,18,jun,61,23,-1,0,2,0,6
9999,50,blue-collar,married,primary,27,1,0,24,jul,142,1,-1,0,2,0,7
10000,50,blue-collar,married,primary,2610,1,1,20,may,181,6,-1,0,2,0,5
10001,50,blue-collar,married,primary,260,1,0,12,jun,237,1,-1,0,2,0,6
10002,50,blue-collar,married,primary,2590,1,0,9,may,257,6,-1,0,2,0,5
10004,50,blue-collar,married,primary,238,0,0,20,aug,584,2,-1,0,2,0,8
10005,50,blue-collar,married,primary,235,0,0,31,jul,64,20,-1,0,2,0,7
10006,50,blue-collar,married,primary,231,1,0,16,may,171,4,-1,0,2,0,5
10008,50,blue-collar,married,primary,2212,1,0,15,may,116,1,-1,0,2,0,5
10009,50,blue-collar,married,primary,2190,0,0,17,jun,269,1,-1,0,2,0,6
10010,50,blue-collar,married,primary,2167,0,0,11,aug,123,2,-1,0,2,0,8
10012,50,blue-collar,married,primary,216,1,0,17,jul,195,3,-1,0,2,0,7
10014,50,blue-collar,married,primary,19,0,0,25,aug,103,3,-1,0,2,0,8
10015,50,blue-collar,married,primary,180,1,0,16,apr,105,2,-1,0,2,0,4
10016,50,blue-collar,married,primary,167,0,0,19,nov,189,1,-1,0,2,0,11
10017,50,blue-collar,married,primary,162,1,0,7,may,924,3,-1,0,2,0,5
10018,50,blue-collar,married,primary,1617,0,0,26,aug,55,4,-1,0,2,0,8
10019,50,blue-collar,married,primary,1580,1,0,14,jul,111,3,-1,0,2,0,7
10020,50,blue-collar,married,primary,157,0,0,27,aug,50,4,-1,0,2,0,8
10021,50,blue-collar,married,primary,156,1,0,7,may,117,3,-1,0,2,0,5
10023,50,blue-collar,married,primary,1533,1,0,5,may,325,2,-1,0,2,0,5
10024,50,blue-collar,married,primary,14,1,1,26,may,68,1,-1,0,2,0,5
10025,50,blue-collar,married,primary,1290,1,0,30,may,65,14,-1,0,2,0,5
10026,50,blue-collar,married,primary,12519,1,0,18,oct,37,1,-1,0,2,0,10
10029,50,blue-collar,married,primary,1203,1,1,28,may,66,7,-1,0,2,0,5
10030,50,blue-collar,married,primary,1179,0,0,19,jun,30,1,-1,0,2,0,6
10031,50,blue-collar,married,primary,1164,1,0,8,may,166,2,-1,0,2,0,5
10033,50,blue-collar,married,primary,1064,1,0,8,aug,31,2,-1,0,2,0,8
10034,50,blue-collar,married,primary,106,0,0,12,aug,460,2,-1,0,2,0,8
10035,50,blue-collar,married,primary,1052,0,0,22,aug,149,4,-1,0,2,0,8
10037,50,blue-collar,married,primary,0,1,0,23,jul,137,1,-1,0,2,0,7
10040,50,blue-collar,married,primary,0,0,0,9,jun,199,4,-1,0,2,0,6
10041,50,blue-collar,married,primary,0,0,0,5,may,233,3,-1,0,2,0,5
10043,50,blue-collar,married,primary,0,0,0,11,aug,72,5,-1,0,2,0,8
10044,50,blue-collar,married,primary,-98,0,1,8,aug,550,2,-1,0,2,0,8
10045,50,blue-collar,married,primary,-522,1,0,13,may,863,3,-1,0,2,1,5
10046,50,blue-collar,married,primary,-454,1,0,25,jul,241,1,-1,0,2,0,7
10047,50,blue-collar,married,primary,-37,1,0,12,may,78,3,-1,0,2,0,5
10048,50,blue-collar,married,primary,-294,1,0,6,jun,79,3,-1,0,2,0,6
10049,50,blue-collar,married,primary,-219,0,1,20,aug,177,2,-1,0,2,0,8
10050,50,blue-collar,married,primary,-141,1,0,20,jun,61,2,-1,0,2,0,6
10051,50,blue-collar,married,primary,-1,0,0,19,aug,195,2,-1,0,2,0,8
10052,50,blue-collar,divorced,unknown,2812,1,0,20,jun,17,37,-1,0,2,0,6
10053,50,blue-collar,divorced,secondary,881,1,1,20,apr,162,1,-1,0,2,0,4
10054,50,blue-collar,divorced,secondary,571,1,0,2,jun,88,4,-1,0,2,0,6
10055,50,blue-collar,divorced,secondary,41,1,0,6,may,190,1,-1,0,2,0,5
10056,50,blue-collar,divorced,secondary,2725,0,0,31,jul,71,4,-1,0,2,0,7
10057,50,blue-collar,divorced,secondary,2402,1,0,19,may,219,1,-1,0,2,0,5
10058,50,blue-collar,divorced,secondary,204,1,1,14,may,421,1,-1,0,2,0,5
10060,50,blue-collar,divorced,secondary,-54,0,0,24,jul,513,3,-1,0,2,0,7
10061,50,blue-collar,divorced,secondary,-441,1,0,8,may,203,2,-1,0,2,0,5
10062,50,blue-collar,divorced,secondary,-1,1,0,20,apr,151,1,-1,0,2,0,4
10063,50,blue-collar,divorced,primary,608,1,0,17,jun,107,4,-1,0,2,0,6
10064,50,blue-collar,divorced,primary,602,1,0,31,jul,225,2,-1,0,2,0,7
10065,50,blue-collar,divorced,primary,5,0,0,7,jul,118,1,-1,0,2,0,7
10066,50,blue-collar,divorced,primary,4882,1,0,16,jun,320,2,-1,0,2,0,6
10067,50,blue-collar,divorced,primary,388,0,0,5,feb,701,1,-1,0,2,0,2
10068,50,blue-collar,divorced,primary,31,1,0,9,may,237,3,-1,0,2,0,5
10069,50,blue-collar,divorced,primary,2554,0,0,31,jul,51,2,-1,0,2,0,7
10070,50,blue-collar,divorced,primary,171,0,0,14,aug,75,3,-1,0,2,0,8
10071,50,blue-collar,divorced,primary,1629,1,0,14,may,67,1,-1,0,2,0,5
10072,50,blue-collar,divorced,primary,155,1,1,18,nov,58,1,-1,0,2,0,11
10073,50,blue-collar,divorced,primary,1545,1,0,20,nov,25,1,-1,0,2,0,11
10075,50,blue-collar,divorced,primary,149,1,0,7,may,74,1,-1,0,2,0,5
10076,50,blue-collar,divorced,primary,134,0,0,8,may,263,2,-1,0,2,0,5
10077,50,blue-collar,divorced,primary,-677,0,0,10,jul,387,1,-1,0,2,0,7
10078,50,blue-collar,divorced,primary,-333,0,1,30,jul,208,2,-1,0,2,0,7
10079,50,blue-collar,divorced,primary,-232,1,0,19,jun,168,1,-1,0,2,0,6
10080,50,blue-collar,divorced,primary,-19,1,0,21,jul,407,11,-1,0,2,0,7
10081,50,blue-collar,divorced,primary,-10,0,1,10,jul,369,6,-1,0,2,0,7
10082,50,admin.,single,secondary,692,1,0,30,may,136,8,-1,0,2,0,5
10083,50,admin.,single,secondary,642,0,0,18,nov,435,1,-1,0,2,0,11
10084,50,admin.,single,secondary,5816,1,0,18,nov,119,2,-1,0,2,0,11
10086,50,admin.,single,secondary,424,1,0,12,may,72,2,-1,0,2,0,5
10087,50,admin.,single,secondary,3702,0,0,16,oct,109,5,-1,0,2,0,10
10088,50,admin.,single,secondary,330,1,0,28,may,24,1,-1,0,2,0,5
10089,50,admin.,single,secondary,26,0,1,24,jul,179,4,-1,0,2,0,7
10090,50,admin.,single,secondary,2252,0,0,30,apr,652,2,-1,0,2,1,4
10093,50,admin.,single,secondary,167,0,1,28,jul,201,3,-1,0,2,0,7
10094,50,admin.,single,secondary,1651,1,0,26,may,41,2,-1,0,2,0,5
10095,50,admin.,single,secondary,133,0,0,28,jul,890,4,-1,0,2,1,7
10096,50,admin.,single,secondary,1318,0,1,24,jun,146,3,-1,0,2,0,6
10097,50,admin.,single,secondary,-79,0,1,7,jul,70,1,-1,0,2,0,7
10099,50,admin.,single,primary,1367,0,0,30,jul,270,2,-1,0,2,0,7
10100,50,admin.,married,unknown,4861,0,0,17,nov,256,2,-1,0,2,0,11
10101,50,admin.,married,unknown,-1137,1,1,20,jun,64,1,-1,0,2,0,6
10102,50,admin.,married,tertiary,843,0,1,27,may,71,3,-1,0,2,0,5
10104,50,admin.,married,tertiary,0,0,0,29,aug,253,2,-1,0,2,0,8
10105,50,admin.,married,secondary,-437,1,1,17,jun,83,1,-1,0,2,0,6
10106,50,admin.,married,secondary,858,0,0,9,jul,41,12,-1,0,2,0,7
10107,50,admin.,married,secondary,761,0,1,5,feb,273,3,-1,0,2,0,2
10108,50,admin.,married,secondary,736,1,0,14,may,74,1,-1,0,2,0,5
10109,50,admin.,married,secondary,715,0,0,28,aug,131,13,-1,0,2,0,8
10110,50,admin.,married,secondary,706,1,0,6,aug,1250,4,-1,0,2,1,8
10111,50,admin.,married,secondary,697,0,0,14,aug,118,4,-1,0,2,0,8
10112,50,admin.,married,secondary,663,1,0,20,apr,630,3,-1,0,2,0,4
10113,50,admin.,married,secondary,546,0,0,28,jul,82,6,-1,0,2,0,7
10116,50,admin.,married,secondary,4855,0,0,5,aug,720,2,-1,0,2,1,8
10117,50,admin.,married,secondary,4117,0,0,21,nov,530,1,-1,0,2,1,11
10118,50,admin.,married,secondary,3636,0,0,28,may,290,1,-1,0,2,0,5
10121,50,admin.,married,secondary,350,0,0,5,aug,66,2,-1,0,2,0,8
10122,50,admin.,married,secondary,335,1,0,20,apr,166,4,-1,0,2,0,4
10124,50,admin.,married,secondary,3258,0,1,14,jul,56,2,-1,0,2,0,7
10125,50,admin.,married,secondary,311,1,1,18,jun,417,3,-1,0,2,0,6
10126,50,admin.,married,secondary,298,0,1,28,jul,174,6,-1,0,2,0,7
10127,50,admin.,married,secondary,2971,0,0,9,jun,722,2,-1,0,2,0,6
10128,50,admin.,married,secondary,2955,0,0,14,jan,166,1,-1,0,2,0,1
10131,50,admin.,married,secondary,2678,0,0,30,jul,1011,6,-1,0,2,1,7
10132,50,admin.,married,secondary,242,1,0,20,aug,69,4,-1,0,2,0,8
10133,50,admin.,married,secondary,238,1,0,12,aug,216,5,-1,0,2,0,8
10134,50,admin.,married,secondary,231,1,0,21,nov,397,2,-1,0,2,0,11
10135,50,admin.,married,secondary,219,1,0,15,jul,419,7,-1,0,2,0,7
10136,50,admin.,married,secondary,1917,1,0,14,may,200,2,-1,0,2,0,5
10137,50,admin.,married,secondary,1906,0,0,16,may,174,17,-1,0,2,0,5
10138,50,admin.,married,secondary,176,0,0,29,jul,155,2,-1,0,2,0,7
10140,50,admin.,married,secondary,159,1,0,7,may,216,2,-1,0,2,0,5
10141,50,admin.,married,secondary,1575,0,0,17,nov,407,1,-1,0,2,0,11
10142,50,admin.,married,secondary,1431,0,0,20,aug,112,4,-1,0,2,0,8
10143,50,admin.,married,secondary,1241,1,1,17,nov,49,2,-1,0,2,0,11
10144,50,admin.,married,secondary,1138,1,1,31,jul,73,8,-1,0,2,0,7
10145,50,admin.,married,secondary,1114,1,1,12,may,298,2,-1,0,2,0,5
10146,50,admin.,married,secondary,106,0,1,7,aug,59,2,-1,0,2,0,8
10148,50,admin.,married,secondary,1019,1,0,18,jun,76,1,-1,0,2,0,6
10149,50,admin.,married,secondary,100,1,0,18,jun,23,1,-1,0,2,0,6
10150,50,admin.,married,secondary,0,1,1,26,jun,626,2,-1,0,2,0,6
10151,50,admin.,married,secondary,0,1,1,23,may,97,1,-1,0,2,0,5
10152,50,admin.,married,secondary,0,0,0,4,aug,86,4,-1,0,2,0,8
10153,50,admin.,married,secondary,-79,0,1,6,aug,138,7,-1,0,2,0,8
10154,50,admin.,married,secondary,-779,1,1,22,jul,112,2,-1,0,2,0,7
10155,50,admin.,married,secondary,-221,0,1,3,jul,90,1,-1,0,2,0,7
10156,50,admin.,married,secondary,-195,0,0,22,aug,119,4,-1,0,2,0,8
10157,50,admin.,married,secondary,-185,0,0,2,feb,97,1,-1,0,2,0,2
10158,50,admin.,married,secondary,-1415,0,0,19,aug,358,2,-1,0,2,0,8
10159,50,admin.,married,secondary,-130,1,0,10,jul,328,1,-1,0,2,0,7
10160,50,admin.,married,primary,82,0,0,22,aug,101,4,-1,0,2,0,8
10161,50,admin.,married,primary,495,0,0,28,jan,93,1,-1,0,2,0,1
10163,50,admin.,married,primary,429,0,0,29,may,60,2,-1,0,2,0,5
10164,50,admin.,married,primary,276,0,1,17,jun,641,6,-1,0,2,0,6
10166,50,admin.,married,primary,-75,0,1,9,jul,233,7,-1,0,2,0,7
10167,50,admin.,divorced,unknown,4204,0,0,19,jun,335,2,-1,0,2,0,6
10168,50,admin.,divorced,tertiary,66,1,0,17,nov,77,2,-1,0,2,0,11
10169,50,admin.,divorced,tertiary,432,1,0,17,apr,329,1,-1,0,2,0,4
10171,50,admin.,divorced,secondary,-500,1,0,14,may,148,3,-1,0,2,0,5
10172,50,admin.,divorced,secondary,86,0,0,28,jul,65,7,-1,0,2,0,7
10173,50,admin.,divorced,secondary,81,0,1,21,nov,64,1,-1,0,2,0,11
10174,50,admin.,divorced,secondary,797,1,0,25,jul,72,8,-1,0,2,0,7
10177,50,admin.,divorced,secondary,556,1,0,25,jul,305,1,-1,0,2,0,7
10179,50,admin.,divorced,secondary,363,1,0,16,may,1340,1,-1,0,2,1,5
10180,50,admin.,divorced,secondary,3423,1,1,4,jun,192,6,-1,0,2,0,6
10181,50,admin.,divorced,secondary,3240,0,0,21,nov,144,2,-1,0,2,0,11
10182,50,admin.,divorced,secondary,3043,1,0,3,jun,113,4,-1,0,2,0,6
10183,50,admin.,divorced,secondary,237,0,1,5,nov,169,1,-1,0,2,1,11
10184,50,admin.,divorced,secondary,223,0,0,5,feb,221,1,-1,0,2,0,2
10185,50,admin.,divorced,secondary,202,0,1,17,nov,148,1,-1,0,2,0,11
10186,50,admin.,divorced,secondary,175,0,0,22,jul,112,3,-1,0,2,0,7
10187,50,admin.,divorced,secondary,1332,1,0,16,may,95,3,-1,0,2,0,5
10189,50,admin.,divorced,secondary,1111,1,0,17,apr,50,1,-1,0,2,0,4
10190,50,admin.,divorced,secondary,0,1,0,20,jun,174,1,-1,0,2,0,6
10191,50,admin.,divorced,secondary,-458,1,0,11,may,294,2,-1,0,2,0,5
10192,50,admin.,divorced,secondary,-194,1,0,13,apr,238,2,-1,0,2,0,4
10193,50,admin.,divorced,primary,8583,1,0,19,nov,59,1,-1,0,2,0,11
10194,49,unknown,single,tertiary,2226,0,0,17,jun,138,3,-1,0,2,0,6
10195,49,unknown,married,unknown,301,0,0,14,aug,789,2,-1,0,2,0,8
10196,49,unknown,married,tertiary,325,0,0,20,jun,63,15,-1,0,2,0,6
10197,49,unknown,married,secondary,4846,0,0,20,jun,638,9,-1,0,2,0,6
10198,49,unknown,married,secondary,1269,0,0,12,aug,117,9,-1,0,2,0,8
10199,49,unknown,married,secondary,0,0,0,28,aug,173,2,-1,0,2,0,8
10200,49,unknown,married,primary,341,1,1,15,may,520,2,-1,0,2,1,5
10201,49,unknown,married,primary,142,0,0,12,jun,90,3,-1,0,2,0,6
10203,49,unemployed,married,tertiary,377,0,0,24,mar,74,2,-1,0,2,0,3
10205,49,unemployed,married,tertiary,2806,0,0,23,jul,366,2,-1,0,2,0,7
10206,49,unemployed,married,tertiary,0,1,0,4,feb,772,2,-1,0,2,0,2
10208,49,unemployed,married,secondary,8399,0,0,19,nov,596,2,-1,0,2,0,11
10209,49,unemployed,married,secondary,769,1,0,14,may,257,1,-1,0,2,0,5
10210,49,unemployed,married,secondary,4110,0,0,17,jun,50,2,-1,0,2,0,6
10211,49,unemployed,married,secondary,207,0,0,4,may,181,2,-1,0,2,0,5
10212,49,unemployed,married,secondary,13818,0,0,31,jul,221,2,-1,0,2,0,7
10214,49,unemployed,married,secondary,136,0,1,22,jul,246,1,-1,0,2,0,7
10215,49,unemployed,married,primary,11,1,0,31,jul,166,8,-1,0,2,0,7
10216,49,unemployed,married,primary,518,0,0,29,jan,1917,2,-1,0,2,1,1
10217,49,unemployed,married,primary,50,0,0,26,aug,169,2,-1,0,2,0,8
10218,49,unemployed,married,primary,213,0,0,28,jan,60,1,-1,0,2,0,1
